"username","tweet","twt_source","activity","verified","country","followers","isfake"
"ConstWeekIndia","NBCC (India) floats tender for balance works of Smart City- Kingswood 
Read More: https://t.co/faW4dD9JpP 
#construction #constructionweek #news #businessnews #projects #india #technology
@OfficialNBCC  @NBCC (India) Limited","Suspecious","Normal","NO","India","Medium","NO"
"DarsanaVijay","My first tweet. I'm a student of #Media and #Communication and am conducting a #research on the current health of #News Media in #India. I need to measure audience media literacy. I've attached the link to my survey. #Twitter, do your thing.
https://t.co/OcXvXUNRJW","Normal","Normal","NO","India","Medium","NO"
"sakaltimes","Death toll due to #COVID19 climbs to 681; number of cases rise to 21,393 in #India: Health Ministry

https://t.co/vxEcwy2e7w 

#Sakal #SakalNews #viral #ViralNews #SakalTimes #news #Corona #COVID #COVID2019india #coronaupdatesindia","Normal","Normal","NO","India","High","NO"
"jossjaffe","Palghar lynching: 110 including 9 juveniles arrested for murder of two Sadhus and a driver where police acted as mute spectator https://t.co/dDS1I5hQMR via @OpIndia_com #PalgharMobLynching #palgharlynching #SadhuLynching #sadhu #JusticeForHinduSadhus #news #India","Normal","Normal","NO","United States of America","High","NO"
"latestlaws","Corona Economic Effects: Centre freezes DA hike of employees and pensioners till July. [Read Notice]
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #CoronavirusPandemic #pension #DearnessAllowance 
https://t.co/xd7r6j7GqC","Normal","Normal","NO","India","High","NO"
"RocCityRetweet","Spintly Raises INR 1.9 Crore In Pre-Series A Round 

https://t.co/OPJELiUzQG

#business #startup #startupindia #india #TechnologyNews #ROC #fintech #NewsPicks #NEWS #Facts #UPDATE #branding #healthcare #investment #funding @Spintly2","Suspecious","Normal","NO","United States of America","High","NO"
"iambhutia","As #India cracks down on #FDI from #China, investments into #startups, #ecommerce &amp; #tech (through Singapore / Hong Kong ) become uncertain over a curious legal clause ~ Beneficial Ownership.

@alnehaa &amp; I report.

#news #coronaupdatesindia #Covid_19india https://t.co/kOjg0CtfIZ","Normal","Normal","YES","India","High","NO"
"BingeDailyIndia","Here's Why We Should Be Worried About India's Low Ranking on The World Press Freedom Index.
#binge #bingedaily #india #trending #news #journalism #arnabgoswami 
https://t.co/3qEJivsf2q https://t.co/3Jb65Xk08G","Suspecious","Normal","NO","India","Medium","NO"
"santa_banta",". @SonuSood sends out love to #coronavirus warriors with an anthem of hope https://t.co/eIUcf2cxjq #IndiaFightsCorona #Covid_19 #india #besafe #StayHomeStaySafe #bharateksathhai #StayAtHomeSaveLives #latest #news #downloads #santabanta https://t.co/xKzxhj4Owv","Normal","Normal","NO","India","High","NO"
"ArjunTi58773395","Follow Us On Instagram Official Account @OsmaniaOfficial 

https://t.co/oknYfofAsO 

#OsmaniaNews #OU #Osmania #OsmaniaUniversity #OsmaniaOfficial #OsmaniaUniversityUpdates #News #Updates #University #Hyderabad #India #Official @OsmaniaOfficial https://t.co/RII3KFJ8M8","Normal","Normal","NO","India","Medium","NO"
"sakaltimes","#Nepal receives 23 tonnes of essential medicines from #India to fight #Covid19

https://t.co/n7sv7AsbsY

#Sakal #SakalTimes #SakalNews #viral #news #ViralNews #NCR #ViralNews  #COVID2019 #Covid19Pandemic https://t.co/qUOWMnVbIe","Suspecious","Normal","NO","India","High","NO"
"htTweets","The #Centre has approved an #ordinance to make attacks on #HealthCareWorkers a cognisable and non-bailable #offence, #India is working on testing up to 50,000 people a day by the end of the month  &amp; other top stories in your morning #news brief.
@htTweets 
https://t.co/AxRduB7UuP","Normal","Normal","YES","India","High","NO"
"vikrampalia","I was watching the news and suddenly saw this nurse from USA with TCS equipment. Tata Consultancy Services more respect than ever. @TCS

 #news #tcs #tataconsultancyservices #india #covid19 #coronavirus #coronaupdatesinindia https://t.co/QgERbkdMnb","Normal","Normal","NO","United States of America","Low","NO"
"faisalameen85","I invite all newspapers and international channels to stand against the violations of the #RSS terrorist gangs in India. 

@cnnbrk @BBCWorld @CNBC @NBCNews 

#RSSTerrorists #Indian #India #tv #news https://t.co/AW2O6M570y https://t.co/Ojr4IEUdmd","Normal","Normal","NO","Pakistan","Medium","NO"
"goswami_mayukh","R is for Rwanda Radio @meherness @JamunKaPed  #ArnabGoswami_is_terrorist
#indiaagainstcaa_nrc
#india #indiaagainstcaa #indiaagainstnrc #Palghar #RepublicTV #news #COVID19 #lynching #caa_nrc_protests #latestnews #journalism #rwandangenocide https://t.co/wLoVoKFtvZ","Normal","Normal","NO","United Kingdom","Medium","NO"
"Upagnajariwala","Vijay #RealHeroThalapathyVIJAY took to Twitter to donate Rs 1.3 crore for coronovirus relief efforts
https://t.co/2C8AogwVyv
#coronavirus #realherothalapathyvijay #donate #covid19india #hindinewstoday #tazaakhabar #latesthindinewstoday #news #india","Normal","Normal","NO","India","High","NO"
"Vijaycotocus951","Vlog 6 - Top 5 Tech news which you can't afford to miss|WHO|GatesFoundat... https://t.co/lVzz3w1KSP
#Tech #Updates #NEWS #Covid19 #Coronavirus #DevOps #SRE #DevSecOps #India #lockdown #Facebook #Jio #Reliance #WhatsApp #AMazon #JioMart #TCS #Israel #WHO #GatesFoundation","Normal","Normal","NO","India","Low","NO"
"b_sureshkumar","I was watching the news and suddenly saw this nurse from USA with TCS equipment. Tata Consultancy Services more respect than ever. @TCS

 #news #tcs #tataconsultancyservices #india #covid19 #coronavirus #coronaupdatesinindia https://t.co/QgERbkdMnb","Normal","Normal","NO","India","Medium","NO"
"ITLNLive","With $5.7 bn investment in #Jio, #Facebook targets 60 mn #Indian SMEs

@reliancejio @reliancegroup #Reliance #Mobile #India #Digital #Ecommerce #Trade #News #Transportation $ITLN
https://t.co/ZAWoiZwohJ","Normal","Normal","NO","India","High","NO"
"ashoksharma81","MARKET OUTLOOK:
https://t.co/dgT6p97iIg

#fridaymorning #tuesdayvibes
#banknifty #trading #stocks #stockmarket #news #gold #silver #coronavirus 
#Nifty #equity 
#portfolio #markets #research #results #daytrading #finance #investments #intraday #India #stockstowatch
#StocksToTrade","Normal","Normal","NO","India","Medium","NO"
"aslihimanshu_","Surround Yourself With Positive Energy..!💛
.
.
.
.
.
.
#coronavirus #india #news #instagram #lockdown  #Coronavirusupdates #instagram #algorithm #covid19 #stayhome #quarantine #roorkee @ Roorkee https://t.co/KpUkoCvYgu","Suspecious","Normal","NO","India","Medium","NO"
"RTHyderabad","night life colourful night #comedy #teach #food #art #inspire #talk #news #sports #love #girl #music #travel #Hyderabad #India  #live   #golive #stream #scope #teleport #group #usa #losAngeles #newYork #California #SanFrancisco #Manhattan #City #dubai #uae https://t.co/cSKXClTygA","Suspecious","Normal","NO","United States of America","Medium","NO"
"DiyaTV","Tonight at 8PM on #DiyaTV #News:

#DNC CEO #SeemaNanda resigns
#AmardeepSingh arrested for hoarding #PPE
#NASA satellites show #AirPollution drop over north #India

#Featured #IndianAmerican #DiyaTVUSA #Coronavirus #COVIDー19 https://t.co/VzSEfoyIJf","Normal","Normal","NO","United States of America","High","NO"
"reich_SS","https://t.co/VMfrgrOqSw

Thank you, #India #IndiaFightsCorona 

#Sea #Marine #Maritime #IMO #Shipping #seafarers #keyworkers #keyworkerHeroes #KeyWorkerJobs #ship #news #oil #safety #industry #Economy #shipcrew #crewchange #oilandgas #port #seaman #ocean #COVID2019 #Covid_19 https://t.co/ox3gF73YWP","Normal","Normal","NO","India","Medium","NO"
"ConstWeekIndia","Govt pushes pace of project awards &amp; clearance of dues 
Read More: https://t.co/GdeJQ31zgH 
#construction #constructionweek #news #businessnews #projects #india #technology","Suspecious","Normal","NO","India","Medium","NO"
"sakaltimes","As a preventive measure, the #Delhi-#Noida border will be completely closed with some exceptions due to the #coronavirus.

https://t.co/vxEcwy2e7w 

#Sakal #SakalNews #viral #ViralNews #SakalTimes #news #Corona #COVID #COVID2019india #lockdown #India #COVID #COVIDー19 #Covid_19 https://t.co/kg1NgJmY3d","Normal","Normal","NO","India","High","NO"
"techie_wiz","""33% consumers are wanting to buy at least one electronics products.- Dazeinfo https://t.co/ODZN0GbX98 localcircles #news #ecommerce #india #lockdown #CoronavirusIndia #COVID19 #tech""","Suspecious","Normal","NO","Canada","Medium","NO"
"asiafruit","This is our Fresh Produce India special edition providing an in-depth report on the Indian market, plus our annual USA Special. Read it on the new ASIAFRUIT app, free for14-days trial and available on App Store and Google Play. #freshproduce #asiafruit #India #USAspecial #news https://t.co/u20DHHmFSm","Suspecious","Normal","NO","Australia","High","NO"
"StartupNewsIND","Maruti not to start production due to non-availability of components as most of their vendors are in red zones or containment zones &amp; retail outlets have not been opened yet.

#business #startup #startupindia #india #ROC #fintech #NewsPicks #NEWS #Facts #UPDATE #branding #COVID19 https://t.co/cDOtNU7AFj","Suspecious","Normal","NO","India","High","NO"
"divahinakhan_","Wohoo!
.
Share your reviews below in the comment section guys &amp; Keep sharing , liking , commenting on our posts!
.
Lots of love 
Team
 @eyedivahinakhan ❤
.
.
.
#india #mumbai #bollywood #news #hinakhan #akshara… https://t.co/KWGFsp47nM","Suspecious","Normal","NO","India","Medium","NO"
"WomenCodersBot","There is a difference between leaders who tell you “what to think” versus leaders who invite you to  “think for yourself” 

Delete anything and anyone that takes away your own power!

#SexyBrilliant  #WomenWhoCode #News     #India #PersonalDevelopment #Ego
🌸🙏🏼🌸

@TheDevinaKaur https://t.co/SsO4QSwC2I","Suspecious","Normal","NO","United States of America","High","NO"
"BGMilitary","The #Su57’s high cost and old engines failed the deal with #India
#russia #asia #defense #news #military https://t.co/ZaB1b2y0rJ","Suspecious","Normal","NO","Bulgaria","Medium","NO"
"ashoksharma81","Remember....
STAY AHEAD OF OTHERS. 
SUBSCRIBE SURE SHOT PACK 
WHATSAPP: 9436024967.

#banknifty #trading #stocks #stockmarket #news #gold #silver #coronavirus 
#Nifty #equity 
#portfolio #markets #research #results #daytrading #finance #investments #intraday #India #stockstowatch https://t.co/GE5K7kaepN","Normal","Normal","NO","India","Medium","NO"
"AlexTelman","Is #America a failed state?

#CORONISVIRUS #USA
#AUSTRALIA #OZ #aussie
#News #NewsFlash
#CoronavirusUSA
#COVIDー19 #WashYourHands 
#coronavirusaustralia
#coronavirusuk
#COVID19 #a 
#italy #india
#COVIDIOTS #music #art #nyc #london #uk #nsw #Queensland #rt
https://t.co/DnzHL9GPyy","Normal","Normal","NO","Australia","High","NO"
"learn__together","There is a difference between leaders who tell you “what to think” versus leaders who invite you to  “think for yourself” 

Delete anything and anyone that takes away your own power!

#SexyBrilliant  #WomenWhoCode #News     #India #PersonalDevelopment #Ego
🌸🙏🏼🌸

@TheDevinaKaur https://t.co/SsO4QSwC2I","Suspecious","Normal","NO","Japan","Medium","NO"
"TheDevinaKaur","There is a difference between leaders who tell you “what to think” versus leaders who invite you to  “think for yourself” 

Delete anything and anyone that takes away your own power!

#SexyBrilliant  #WomenWhoCode #News     #India #PersonalDevelopment #Ego
🌸🙏🏼🌸

@TheDevinaKaur https://t.co/SsO4QSwC2I","Suspecious","Normal","NO","Canada","High","NO"
"DSGCPvc","Seriously!? I know quality of journalism in India is poor but @entrackr story on @mSwipe is absolutely incorrect. It’s like hearing Trump advocating the use of disinfectants 🤣🤣. Shameful editorial verification.  #india #news https://t.co/kk6ZiQxy6E","Normal","Normal","NO","Mauritius","High","NO"
"Kaushal94018707","Fake media guys look at here ... https://t.co/cSqOUdZt5V are mentioned yesterday 13000 cases are comes in India ... Waoo understanding media 👏👏👏👏
#prabhatkhabar #media #news #COVID2019india #cornoravirus #COVID #india #delhi @prabhatkhabar @avpnews_live https://t.co/MUjVVgY9it","Normal","Normal","NO","India","Low","NO"
"latestlaws","Corona Lockdown: 'Start Helpline for Seniors', High Court tells Government
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #CoronaVirusUpdates #lockdown #seniors #highcourt #Government 
https://t.co/bnqiZ4OmWW","Normal","Normal","NO","India","High","NO"
"CalFactCheck","Interesting And Unknown Facts about China!!You have never Known to....
https://t.co/EM5Pto9mgm
#China #COVID #FactsMatter #fact #Chinese #Shanghai #India #world #blogger #blogging #tourist #Trending #NewsAlert #StayatHome #SmartNews #NewsAlert #FactCheck #Facts #BREAKING #news https://t.co/IfpV0Otiyk","Suspecious","Normal","NO","United States of America","Medium","NO"
"divahinakhan_","Tiktok fun!
.
Share your reviews below in the comment section guys &amp; Keep sharing , liking , commenting on our posts!
.
Lots of love 
Team
 @eyedivahinakhan ❤
.
.
.
#india #mumbai #bollywood #news #hinakhan #akshara… https://t.co/rpTJb64Wia","Suspecious","Normal","NO","India","Medium","NO"
"suvratkotia","It's seems news channel are so engrossed in Coronavirus that they forget to tell what's the daily temperature occuring in this summer in different cities/states of India? 45 degree + in some places....#coronavirus #news #India #Summer2020","Normal","Normal","NO","India","Low","NO"
"guninder1992","#Zoom surpassed 300 million daily users on its platform despite privacy concerns. On April 1, Zoom announced it had exceeded 200 Mn daily users.

#business #startup #startupindia #india #TechnologyNews #ROC #fintech #NewsPicks #NEWS #Facts #UPDATE #branding #videoconferencing https://t.co/TIic0QhoMP","Normal","Normal","NO","India","Medium","NO"
"ashoksharma81","MARKET OUTLOOK FOR EXPIRY WEEK 

https://t.co/lnvcZdpfIq

#banknifty #trading #stocks #stockmarket #news #gold #silver #coronavirus 
#Nifty #equity 
#portfolio #markets #research #results #daytrading #finance #investments #intraday #India #stockstowatch
#StocksToTrade","Normal","Normal","NO","India","Medium","NO"
"StatMediaNews",".@EL_AL_AIRLINES signs deal with @Kuehne_Nagel to operate 150 #cargo flights

#El_Al_Israel_Airlines #Kuehne_Nagel #China #Italy #UK #France #Germany #Netherlands #Switzerland #Boeing777 #Australia #India #Peru #Colombia #aircargo #cargo #aviation #news
https://t.co/3jGgbnTBew","Normal","Normal","NO","United Kingdom","High","NO"
"ankur129_","Have to say this, I would prefer fake Aurnab @ChhotaThalaiva anyday over @republic #ArnabGoswami , be it for acting, news reporting, comedy, social message or anchoring. And also as a Human Being

#COVID19 #India #Indian #media #idiots #comedy #news #HateNews #Arnab #journalism","Normal","Normal","NO","Germany","Low","NO"
"ConstWeekIndia","Rashtriya Ispat Nigam shuts down two blast furnaces at Visakhapatnam plant 
Read More: https://t.co/IPGLx0zpO9 
#construction #constructionweek #news #businessnews #projects #india #technology","Suspecious","Normal","NO","India","Medium","NO"
"guninder1992","Researchers at #IITDelhi KSBS have developed a low cost #TestingKits for COVID-19, the innovation has now been approved by ICMR, the nodal body for #COVID19 testing.

#business #startup #startupindia #india #ROC #fintech #NewsPicks #NEWS #Facts #UPDATE #branding #healthcare #IIT https://t.co/37Xn4LuqA9","Normal","Normal","NO","India","Medium","NO"
"SmallBizPhilly_","#Startup #News April 21

1. #Guru Raises $30M From #Accel, Slack &amp; Others As Philly Startup Scene Heats Up

2. #B2B #Agritech startup #Bijak raises Series A funding
read more: https://t.co/tSD6Bmo5gb

#entrepreneurs #technology #Startup #India #inclusion #Tech4GoodLiving","Normal","Normal","NO","United States of America","Medium","NO"
"StartupNewsIND","Researchers at #IITDelhi KSBS have developed a low cost #TestingKits for COVID-19, the innovation has now been approved by ICMR, the nodal body for #COVID19 testing.

#business #startup #startupindia #india #ROC #fintech #NewsPicks #NEWS #Facts #UPDATE #branding #healthcare #IIT https://t.co/37Xn4LuqA9","Suspecious","Normal","NO","India","High","NO"
"vogueroot","Some of the 8 Yoga asanas to prevent hair loss. 

 #10minutesyoga #preventhairfall #yoga #yogaasanaforhairfall #world #news #hairfall #india #marketing #vogueroot https://t.co/EQR7XPJnMT https://t.co/MApQON9VFU","Suspecious","Normal","NO","India","Medium","NO"
"actorAFC","Top Losers https://t.co/QQ1i1K8QxE

#nse #bse #sharemarket
#StockMarket #news #RealHeroThalapathyVIJAY
#EachOneReachOne
#lockdownextension
#THALABDayCarnivalBegins
#வள்ளல்தளபதிவிஜய்
#RandeepHooda
#DecadeForClassicDarling 
#WorldEarthDay #BreakingNews #India https://t.co/qpbiqg7cV3","Normal","Normal","NO","India","High","NO"
"JantantraTv","FAST NEWS || BREAKING NEWS || LATEST NEWS UPDATE
https://t.co/atZAVWtUst #Hindi #breakingnews #India #news #HindiNews #hindinews","Normal","Normal","NO","India","High","NO"
"neleshzn","The way this things carry few tv broadcast rating will shift #republictv  #aajtak  #zee #India
#news https://t.co/Lp5eo7uPs7","Normal","Normal","NO","India","Medium","NO"
"ourporbandar","COVID-19 status In Gujarat as on 23rd of April 

#ourporbandar #indiafightscorona #covid19 #porbandar #porbandarnews #news #newspaper #gujarat #gujarati #india #followme #likeforlike #followforfollow #photooftheday #nofilter #love #follow4follow #like4like https://t.co/fQPOM5gfh0","Normal","Normal","NO","India","Low","NO"
"Upagnajariwala","India Coronavirus, COVID-19 live update, April 23: India's total COVID-19 cases increased to 21,393, 681 deaths
https://t.co/vICF6ssqki
#coronavirusindia #coronavirusliveupdates #covid19indialive #indiatotalcase #tazaakhabar #hindinewstoday #news #india #narendramodi","Normal","Normal","NO","India","High","NO"
"monkeypreneur","#India's state-backed #media can say whatever they want. Anything from incriminating without proof to inciting a genocide. And they're protected under the freedom of speech by the apex court. #Modi's ministers, #socialmedia abusers will vigorously defend them. #news #journalism","Normal","Normal","NO","India","Medium","NO"
"latestlaws","Arnab Goswami Fued: SC grants him three week protection from any coercive action in view of several FIRs filed against him
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #ArnabGoswami #ArnabGoswamiAttacked #SupremeCourt #journalism 
https://t.co/YQXHY0QXWC","Normal","Normal","NO","India","High","NO"
"latestlaws","'Convey presence on Google Map to Police', HC puts precondition to bail
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal @googlemaps #Police #Maps #highcourt #bailout 
https://t.co/grpj6PEKMc","Normal","Normal","NO","India","High","NO"
"StartupNewsIND","#Startup #News April 23

1. #Google Shopping To Let #Merchants List Products For #Free

2. #Box8 Bags INR 30 Cr From #Mayfield, #IIFL As Investors Rush To #CloudKitchens
read more: https://t.co/OzMHxmea4L

#entrepreneurs #technology #Startup #India #inclusion #Tech4GoodLiving","Suspecious","Normal","NO","India","High","NO"
"latestlaws","Delhi Violence: Police books Umar Khalid and other Jamia students under UAPA
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #Delhi #UmarKhalid #UAPA #Jamia #JamiaMilliaIslamia #Students #DelhiViolence #DelhiPolice #Police  
https://t.co/YC1zLM263v","Normal","Normal","NO","India","High","NO"
"Vijaycotocus951","Vlog 4 - Top 5 Tech news which you can't afford to miss | Wipro | Facebo... https://t.co/xfM1L54TMn via @YouTube
#Tech #Updates #Trump #Google #NEWS #Covid19 #Coronavirus  #Amazon #USA #DevOps #India #Amazon #lockdown #Immigration #GoogleShopping #Facebook #Hackers #TopCoder","Normal","Normal","NO","India","Low","NO"
